"source","object_id","original_location_str","site","no_samples","results","street_name","street_suffix","notes","geometry"
"Property Water Samples",160,"1410 FRONT STREET B (BACK)","TMK: 4-5-013:039",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73360-4 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73367-2 <br> Reporting value: All SVOCs are ND (Non-detect)","1410 FRONT","ST",NA,c(-156.684586, 20.8912806)
"Property Water Samples",161,"1406 FRONT STREET","TMK: 4-5-013:022",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73360-5 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73367-3 <br> Reporting value: All SVOCs are ND (Non-detect)","1406 FRONT","ST",NA,c(-156.6848917, 20.8910501)
"Property Water Samples",162,"1404 FRONT STREET","TMK: 4-5-013:038",1,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73360-5 <br> Reporting value: All VOCs are ND (Non-detect)","1404 FRONT","ST",NA,c(-156.6845672, 20.8910927)
"Property Water Samples",163,"1402 FRONT STREET (LEFT)","TMK: 4-5-013:023",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73361-1 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73369-1 <br> Reporting value: All SVOCs are ND (Non-detect)","1402 FRONT","ST",NA,c(-156.6848783, 20.8908964)
"Property Water Samples",164,"1402 FRONT STREET (RIGHT)","TMK: 4-5-013:037",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73361-2 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73367-3 <br> Reporting value: All SVOCs are ND (Non-detect)","1402 FRONT","ST",NA,c(-156.6845618, 20.8909282)
"Property Water Samples",165,"1384 FRONT STREET","TMK: 4-5-012:006",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73361-3 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73369-2 <br> Reporting value: All SVOCs are ND (Non-detect)","1384 FRONT","ST",NA,c(-156.6848036, 20.8899777)
"Property Water Samples",166,"1388 FRONT STREET","TMK: 4-5-012:058",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73361-4 <br> Reporting value: All VOCs are ND (Non-detect)  <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73369-2 <br> Reporting value: All SVOCs are ND (Non-detect)","1388 FRONT","ST",NA,c(-156.6848058, 20.890024)
"Property Water Samples",167,"1360 FRONT STREET","TMK: 4-5-012:007",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73361-5 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73369-3 <br> Reporting value: All SVOCs are ND (Non-detect)","1360 FRONT","ST",NA,c(-156.6847484, 20.8893621)
"Property Water Samples",168,"1356 FRONT STREET","TMK: 4-5-012:008",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73361-6 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73369-3 <br> Reporting value: All SVOCs are ND (Non-detect)","1356 FRONT","ST",NA,c(-156.6847448, 20.889317)
"Property Water Samples",169,"1350 FRONT STREET","TMK: 4-5-012:009",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73365-1 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73366-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1350 FRONT","ST",NA,c(-156.684726, 20.8890071)
"Property Water Samples",170,"1344 FRONT STREET","TMK: 4-5-012:010",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73365-2 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73366-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1344 FRONT","ST",NA,c(-156.684718, 20.8889561)
"Property Water Samples",171,"1340 FRONT STREET","TMK: 4-5-012:011",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73365-3 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73366-2 <br> Reporting value: All SVOCs are ND (Non-detect)","1340 FRONT","ST",NA,c(-156.684709, 20.8886663)
"Property Water Samples",172,"1334 FRONT STREET","TMK: 4-5-012:012",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73365-4 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73366-2 <br> Reporting value: All SVOCs are ND (Non-detect)","1334 FRONT","ST",NA,c(-156.6847063, 20.8886203)
"Property Water Samples",173,"1328 FRONT STREET","TMK: 4-5-012:013",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73365-5 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73366-3 <br> Reporting value: All SVOCs are ND (Non-detect) ","1328 FRONT","ST",NA,c(-156.6847028, 20.8883004)
"Property Water Samples",174,"1322 FRONT STREET","TMK: 4-5-012:014",2,"<p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73365-6 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/01/23 <br> Lab Sample ID: 380-73366-3 <br> Reporting value: All SVOCs are ND (Non-detect) ","1322 FRONT","ST",NA,c(-156.6847019, 20.8882662)
"Property Water Samples",175,"1085 FRONT STREET","TMK: 4-5-003:022",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74521-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-1 <br> Reporting value: All VOCs are ND (Non-detect)","1085 FRONT","ST",NA,c(-156.6843221, 20.8806913)
"Property Water Samples",176,"1091 FRONT STREET","TMK: 4-5-003:021",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74521-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-2 <br> Reporting value: All VOCs are ND (Non-detect)","1091 FRONT","ST",NA,c(-156.6843498, 20.8807306)
"Property Water Samples",177,"19 KAMAKA CIRCLE","TMK: 4-5-003:007",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74521-2 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-3 <br> Reporting value: All VOCs are ND (Non-detect)","19 KAMAKA","CIR",NA,c(-156.684458, 20.8803179)
"Property Water Samples",178,"25 KAMAKA CIRCLE","TMK: 4-5-003:008",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74521-2 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-4 <br> Reporting value: All VOCs are ND (Non-detect)","25 KAMAKA","CIR",NA,c(-156.684492, 20.880363)
"Property Water Samples",179,"35 KAI PALI PLACE","TMK: 4-5-004:049",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74528-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-3 <br> Reporting value: All VOCs are ND (Non-detect)","35 KAI PALI","PL",NA,c(-156.685432, 20.8809885)
"Property Water Samples",180,"41 KAI PALI PLACE","TMK: 4-5-004:050",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74528-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-4 <br> Reporting value: All VOCs are ND (Non-detect)","41 KAI PALI","PL",NA,c(-156.6854535, 20.8810386)
"Property Water Samples",181,"29 KAMAKA CIRCLE","TMK: 4-5-003:017",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-5 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-5 <br> Reporting value: All SVOCs are ND (Non-detect) ","29 KAMAKA","CIR",NA,c(-156.6846631, 20.8805775)
"Property Water Samples",182,"1079 FRONT STREET","TMK: 4-5-003:023",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-6 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-6 <br> Reporting value: All SVOCs are ND (Non-detect)","1079 FRONT","ST",NA,c(-156.6841982, 20.8804906)
"Property Water Samples",183,"1073 FRONT STREET","TMK: 4-5-003:033",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-7 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74544-7 <br> Reporting value: All SVOCs are ND (Non-detect)","1073 FRONT","ST",NA,c(-156.6841445, 20.8804255)
"Property Water Samples",184,"1045 FRONT STREET","TMK: 4-5-003:031",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74550-1 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-1 <br> Reporting value: All VOCs are ND (Non-detect)","1045 FRONT","ST",NA,c(-156.6838088, 20.879999)
"Property Water Samples",185,"1055 FRONT STREET","TMK: 4-5-003:027",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74550-1 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-2 <br> Reporting value: All VOCs are ND (Non-detect)","1055 FRONT","ST",NA,c(-156.684018, 20.8798795)
"Property Water Samples",186,"1057 FRONT STREET","TMK: 4-5-003:030",4,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74550-2 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-3 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75534-2 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75772-2 <br> Reporting value: All SVOCs are ND (Non-detect) ","1057 FRONT","ST",NA,c(-156.6839143, 20.8801444)
"Property Water Samples",187,"1033 FRONT STREET","TMK: 4-5-003:024",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-4 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-4 <br> Reporting value: All SVOCs are ND (Non-detect) ","1033 FRONT","ST",NA,c(-156.6835764, 20.8796916)
"Property Water Samples",188,"11 KAMAKA CIRCLE","TMK: 4-5-003:028",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-5 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74554-5 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-6 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-6 <br> Reporting value: All SVOCs are ND (Non-detect)","11 KAMAKA","CIR",NA,c(-156.6843213, 20.8801473)
"Property Water Samples",189,"25 KAI PALI PLACE","TMK: 4-5-003:037",3,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-1 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-1 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74813-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75548-1 <br> Reporting value: All VOCs are ND (Non-detect) ","25 KAI PALI","PL",NA,c(-156.6851754, 20.8807232)
"Property Water Samples",190,"31 KAI PALI PLACE","4-5-004:047",3,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-2 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74813-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75548-2 <br> Reporting value: All VOCs are ND (Non-detect) ","31 KAI PALI","PL",NA,c(-156.6852299, 20.8807516)
"Property Water Samples",191,"21 KAI PALI PLACE","TMK: 4-5-003:006",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-5 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74561-5 <br> Reporting value: All SVOCs are ND (Non-detect)","21 KAI PALI","PL",NA,c(-156.6846958, 20.8806354)
"Property Water Samples",192,"1023 FRONT STREET","TMK: 4-5-003:003",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74566-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74567-1 <br> Reporting value: All VOCs are ND (Non-detect)","1023 FRONT","ST",NA,c(-156.6833811, 20.8794281)
"Property Water Samples",193,"1029 FRONT STREET","TMK: 4-5-003:004",2,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74566-1 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74567-2 <br> Reporting value: All VOCs are ND (Non-detect)","1029 FRONT","ST",NA,c(-156.6834095, 20.8794607)
"Property Water Samples",194,"991 FRONT STREET","TMK: 4-5-002:001",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74567-3 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74567-3 <br> Reporting value: All SVOCs are ND (Non-detect) ","991 FRONT","ST",NA,c(-156.682953, 20.8788478)
"Property Water Samples",195,"1067 WAINEE STREET","TMK: 4-5-003:016",1,"<p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74567-4 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/08/23 <br> Lab Sample ID: 380-74567-4 <br> Reporting value: All SVOCs are ND (Non-detect)","1067 WAINEE","ST",NA,c(-156.6815375, 20.8814671)
"Property Water Samples",196,"1010 FRONT STREET","TMK: 4-5-003:009",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-1 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1010 FRONT","ST",NA,c(-156.6831177, 20.879371)
"Property Water Samples",197,"1037 WAINEE STREET METER 1","TMK: 4-5-003:035",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-2 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-2 <br> Reporting value: All SVOCs are ND (Non-detect) ","1037 WAINEE","ST",NA,c(-156.6811034, 20.8807009)
"Property Water Samples",198,"1037 WAINEE STREET METER 2","TMK: 4-5-003:035",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-3 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-3 <br> Reporting value: All SVOCs are ND (Non-detect) ","1037 WAINEE","ST",NA,c(-156.6810309, 20.8806006)
"Property Water Samples",199,"1037 WAINEE STREET METER 4","TMK: 4-5-003:035",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-4 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74803-4 <br> Reporting value: All SVOCs are ND (Non-detect)","1037 WAINEE","ST",NA,c(-156.6809272, 20.8804302)
"Property Water Samples",200,"1028 WAINEE STREET","TMK: 4-5-007:005",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74805-1 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74805-1 <br> Reporting value: All SVOCs are ND (Non-detect)","1028 WAINEE","ST",NA,c(-156.6806036, 20.8803751)
"Property Water Samples",201,"1034 FRONT STREET","TMK: 4-5-003:011",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74805-2 <br> Reporting value: All VOCs are ND (Non-detect)			  <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74805-2 <br> Reporting value: All SVOCs are ND (Non-detect) ","1034 FRONT","ST",NA,c(-156.6833878, 20.8797854)
"Property Water Samples",202,"1180 HALEPAKA PLACE","TMK: 4-5-004:023",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74807-1 <br> Analyte: Dichloromethane <br> Result: 0.77 ug/L  <br> RL: 0.50 ug/L <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74807-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1180 HALEPAKA","PL",NA,c(-156.6865877, 20.8820813)
"Property Water Samples",203,"1177 HALEPAKA PLACE","TMK: 4-5-004:026",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74807-2 <br> Analyte: Dichloromethane <br> Result: 0.61 ug/L  <br> RL: 0.50 ug/L <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74807-2 <br> Reporting value: All SVOCs are ND (Non-detect)","1177 HALEPAKA","PL",NA,c(-156.6865913, 20.8819043)
"Property Water Samples",204,"1181 HALEPAKA PLACE","TMK: 4-5-004:004",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74807-3 <br> Reporting value: All VOCs are ND (Non-detect)","1181 HALEPAKA","PL",NA,c(-156.6867397, 20.8820964)
"Property Water Samples",205,"1184 HALEPAKA PLACE","TMK: 4-5-004:022",2,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74807-4 <br> Reporting value: All VOCs are ND (Non-detect)<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75728-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1184 HALEPAKA","PL",NA,c(-156.6866664, 20.8822183)
"Property Water Samples",206,"51 PUUNOA PLACE","TMK: 4-5-004:025",2,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-1 <br> Reporting value: All VOCs are ND (Non-detect)<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75728-4 <br> Reporting value: All SVOCs are ND (Non-detect) ","51 PUUNOA","PL",NA,c(-156.68644, 20.8818982)
"Property Water Samples",207,"64 PUUNOA PLACE","TMK: 4-5-004:003",2,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-2 <br> Reporting value: All VOCs are ND (Non-detect)<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75728-3 <br> Reporting value: All SVOCs are ND (Non-detect) ","64 PUUNOA","PL",NA,c(-156.685899, 20.8818698)
"Property Water Samples",208,"1162 LAHILAHI PLACE","TMK: 4-5-004:035",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-3 <br> Analyte: Dichloromethane <br> Result: 1.5 ug/L  <br> RL: 0.50 ug/L","1162 LAHILAHI","PL",NA,c(-156.6854539, 20.8818811)
"Property Water Samples",209,"1161 LAHILAHI PLACE","TMK: 4-5-004:037",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-4 <br> Reporting value: All VOCs are ND (Non-detect)","1161 LAHILAHI","PL",NA,c(-156.6855711, 20.881856)
"Property Water Samples",210,"1154 LAHILAHI PLACE","TMK: 4-5-004:036",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-5 <br> Analyte: Dichloromethane <br> Result: 1.0 ug/L  <br> RL: 0.50 ug/L <p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-5 <br> Reporting value: All SVOCs are ND (Non-detect) ","1154 LAHILAHI","PL",NA,c(-156.6853744, 20.881694)
"Property Water Samples",211,"1150 KAAHANUI PLACE","TMK: 4-5-004:040",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74810-6 <br> Reporting value: All VOCs are ND (Non-detect)","1150 KAAHANUI","PL",NA,c(-156.6857356, 20.8814041)
"Property Water Samples",212,"1158 KAAHANUI PLACE","TMK: 4-5-004:039",2,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74817-1 <br> Reporting value: All VOCs are ND (Non-detect)<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75728-5 <br> Reporting value: All SVOCs are ND (Non-detect) ","1158 KAAHANUI","PL",NA,c(-156.6858991, 20.8815891)
"Property Water Samples",213,"38 ALA MOANA STREET","TMK: 4-5-004:060",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74817-3 <br> Reporting value: All VOCs are ND (Non-detect)","38 ALA MOANA","ST",NA,c(-156.6858845, 20.8828378)
"Property Water Samples",214,"42 ALA MOANA STREET","TMK: 4-5-004:009",1,"<p> Sample Date: 12/11/23 <br> Lab Sample ID: 380-74817-4 <br> Reporting value: All VOCs are ND (Non-detect)","42 ALA MOANA","ST",NA,c(-156.6857388, 20.8825881)
"Property Water Samples",215,"1003 FRONT ST","TMK 4-5-003:001",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75534-1 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75772-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1003 FRONT","ST",NA,c(-156.6830749, 20.8790466)
"Property Water Samples",216,"1189 HALEPAKA PL","TMK 4-5-004:048",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75537-1 <br> Reporting value: All SVOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75768-1 <br> Reporting value: All VOCs are ND (Non-detect) ","1189 HALEPAKA","PL",NA,c(-156.6868215, 20.882204)
"Property Water Samples",217,"1022 FRONT ST","TMK 4-5-003:010",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75537-2 <br> Reporting value: All SVOCs are ND (Non-detect)   <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75768-2 <br> Reporting value: All VOCs are ND (Non-detect) ","1022 FRONT","ST",NA,c(-156.6833296, 20.8796346)
"Property Water Samples",218,"1037 WAINEE ST","TMK 4-5-003:035",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75537-3 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75768-3 <br> Reporting value: All VOCs are ND (Non-detect) ","1037 WAINEE","ST",NA,c(-156.6817518, 20.8798153)
"Property Water Samples",219,"142 BAKER ST","TMK 4-5-002:006",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75537-5 <br> Reporting value: All SVOCs are ND (Non-detect)  <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75768-5 <br> Reporting value: All VOCs are ND (Non-detect) ","142 BAKER","ST",NA,c(-156.6818936, 20.8795532)
"Property Water Samples",220,"1007 FRONT ST","TMK 4-5-003:002",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75548-3 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75772-1 <br> Reporting value: All SVOCs are ND (Non-detect) ","1007 FRONT","ST",NA,c(-156.6830922, 20.879063)
"Property Water Samples",221,"1065 FRONT ST","TMK 4-5-003:029",2,"<p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75548-4 <br> Reporting value: All VOCs are ND (Non-detect) <p> Sample Date: 12/15/2023 <br> Lab Sample ID: 380-75772-2 <br> Reporting value: All SVOCs are ND (Non-detect) ","1065 FRONT","ST",NA,c(-156.6839331, 20.8801735)
